Similar_Users,User1_id,User1_post,user1_Tags,user2_id,User2_post,user2_Tags
"(61565, 38136)",61565,none,none,38136,[22438],python time-series unsupervised-learning anomaly-detection
"(61579, 76315)",61579,none,none,76315,"[54118, 54142]",machine-learning python pytorch weight-initialization machine-learning linear-regression gradient-descent
"(61591, 24830)",61591,none,none,24830,"[14457, 14575, 18853]",python neural-network predictive-modeling scikit-learn python predictive-modeling random-forest scikit-learn python predictive-modeling regression forecast
"(61594, 23850)",61594,none,none,23850,"[13711, 13796, 19077, 31933]",machine-learning nlp word2vec machine-learning clustering unsupervised-learning machine-learning theory machine-learning clustering gaussian
"(61595, 12473)",61595,none,none,12473,"[6814, 6835, 8117, 8802]",machine-learning dataset recommender-system machine-learning dataset recommender-system machine-learning nlp word-embeddings machine-learning multitask-learning backpropagation theano
"(61606, 62848)",61606,[40359],regression matlab,62848,none,none
"(61621, 1249)",61621,[40429],python keras tensorflow visualization numpy,1249,none,none
"(61639, 10372)",61639,[54865],deep-learning lstm multiclass-classification hierarchical-data-format,10372,none,none
"(61647, -1)",61647,[56948],keras tensorflow,-1,none,none
"(61659, 18115)",61659,none,none,18115,[11380],r data-mining text-mining
"(61661, 70393)",61661,"[40584, 41478, 44936]",neural-network dataset training neural-network keras loss-function neural-network keras multilabel-classification,70393,"[48149, 53990, 56915]",machine-learning scikit-learn data-cleaning preprocessing machine-learning feature-selection data-cleaning correlation data-mining data-cleaning outlier
"(61667, 77826)",61667,none,none,77826,[55777],tensorflow
"(61688, 31729)",61688,[40435],classification text-mining multiclass-classification,31729,none,none
"(61689, 9439)",61689,[40793],data-mining feature-selection recommender-system machine-learning-model,9439,none,none
"(61702, 10992)",61702,none,none,10992,[15055],data-mining text-mining data-cleaning
"(61744, 54311)",61744,"[40478, 40541]",python classification keras cnn prediction python pandas numpy dataframe,54311,none,none
"(61880, 70379)",61880,[40595],machine-learning classification,70379,none,none
"(61904, 71664)",61904,"[41451, 47080, 47290, 54685]",machine-learning text-mining word2vec word-embeddings nlp word2vec word-embeddings nltk text-mining multiclass-classification word2vec machine-learning python neural-network word2vec,71664,none,none
"(61916, 50460)",61916,[40632],r clustering,50460,none,none
"(61922, 9966)",61922,none,none,9966,[6004],data-mining text-mining feature-selection feature-extraction
"(61925, 47279)",61925,none,none,47279,"[28835, 51202, 51699, 51700, 55732]",neural-network deep-learning nlp tensorflow convnet deep-learning tensorflow lstm rnn tensorflow dataset lstm rnn deep-learning tensorflow dataset lstm rnn deep-learning cnn image-classification convolution
"(61932, 10245)",61932,none,none,10245,[9705],data-mining predictive-modeling accuracy
"(61951, 17784)",61951,none,none,17784,[11134],classification neural-network text-mining convnet word2vec
"(61956, 46201)",61956,none,none,46201,[27764],dataset
"(62033, 60452)",62033,[40730],python pandas data databases,60452,none,none
"(62035, 69488)",62035,none,none,69488,[47235],deep-learning tensorflow
"(62054, 63423)",62054,"[54350, 54464]",r clustering matrix text-mining information-retrieval topic-model,63423,none,none
"(62069, 14780)",62069,"[45563, 47164, 56318]",machine-learning xgboost machine-learning xgboost machine-learning,14780,none,none
"(62103, 13034)",62103,none,none,13034,"[9966, 10448]",data-mining visualization machine-learning bigdata predictive-modeling time-series optimization
"(62122, 339)",62122,none,none,339,"[227, 228, 8402]",bigdata efficiency apache-hadoop distributed bigdata apache-hadoop apache-spark
"(62166, 8814)",62166,none,none,8814,[5386],machine-learning dataset statistics correlation deep-learning
"(62189, 43450)",62189,[40887],r pandas,43450,none,none
"(62194, 38476)",62194,none,none,38476,[22590],statistics
"(62252, 69585)",62252,[40935],machine-learning python keras tensorflow,69585,none,none
"(62253, 59271)",62253,none,none,59271,[38434],deep-learning rnn reinforcement-learning markov-process
"(62266, 76386)",62266,none,none,76386,"[54187, 54315, 55121, 57889]",deep-learning image-classification gan pytorch image-preprocessing machine-learning gan generative-models machine-learning image-classification gan image-preprocessing
"(62271, 60796)",62271,none,none,60796,"[58022, 58346]",neural-network deep-learning cnn image-classification image-classification
"(62275, 53652)",62275,none,none,53652,[33151],nlp stanford-nlp
"(62284, 23430)",62284,none,none,23430,[48883],machine-learning k-means
"(62352, 14145)",62352,none,none,14145,[47242],r
"(62353, 466)",62353,[41021],deep-learning classification unsupervised-learning anomaly-detection stacked-lstm,466,none,none
"(62358, 74533)",62358,"[41027, 41031]",machine-learning regression data-cleaning linear-regression data-imputation machine-learning dataset data-analysis metadata,74533,[52935],machine-learning python xgboost boosting
"(62371, 17907)",62371,none,none,17907,"[13906, 13919]",neural-network convnet
"(62386, 29391)",62386,"[41055, 41605, 41720, 42078, 42087, 42135, 42138, 42188, 42200, 42225, 42258, 42375, 42577, 42681, 43502, 44621, 44643, 45414, 47271, 47528]",data data-science-model sql r r rstudio r r r r rstudio r rstudio r r r r python r r r excel sas dataset statistics linear-regression descriptive-statistics statistics data data-science-model descriptive-statistics math data-science-model sas,29391,none,none
"(62392, 25774)",62392,none,none,25774,[16848],machine-learning python scikit-learn
"(62446, 59914)",62446,"[53385, 56250, 57256]",machine-learning cross-validation training scikit-learn decision-trees class-imbalance random-forest decision-trees algorithms,59914,none,none
"(62454, 30786)",62454,none,none,30786,[23872],r clustering k-means categorical-data
"(62496, 40144)",62496,[41148],regression forecast,40144,none,none
"(62514, 64689)",62514,none,none,64689,[47943],bigdata preprocessing
"(62565, 61071)",62565,[43469],machine-learning r,61071,"[39960, 39964, 40224]",machine-learning python nltk ipython machine-learning python nltk ipython machine-learning python natural-language-process jupyter ipython
"(62572, 21268)",62572,none,none,21268,[12681],machine-learning random-forest ensemble-modeling
"(62607, 31043)",62607,none,none,31043,[37738],machine-learning neural-network deep-learning data learning
"(62608, 64408)",62608,none,none,64408,[57830],python scikit-learn algorithms model-selection
"(62610, 58931)",62610,[41231],machine-learning neural-network deep-learning cnn transfer-learning,58931,none,none
"(62641, 1040)",62641,"[41252, 42016, 56955, 57114, 57177]",neural-network deep-learning keras tensorflow gpu python neural-network deep-learning keras tensorflow nlp reinforcement-learning pytorch natural-language-process policy-gradients reinforcement-learning loss-function math reinforcement-learning discounted-reward,1040,none,none
"(62648, 16872)",62648,none,none,16872,[19211],scraping crawling
"(62653, 7867)",62653,none,none,7867,"[4901, 5040, 5380]",feature-selection regression machine-learning recommender-system
"(62663, 52050)",62663,[41264],scikit-learn,52050,none,none
"(62678, 40305)",62678,none,none,40305,"[46295, 46900, 51749]",reinforcement-learning markov-process monte-carlo classification image-classification svm hyperparameter svm loss-function hinge-loss
"(62679, 41514)",62679,none,none,41514,[24426],machine-learning neural-network classification nlp text-mining
"(62725, 2932)",62725,[42529],machine-learning apache-spark pyspark pipelines,2932,[26409],apache-spark apache-hadoop scala
"(62759, 80105)",62759,"[44055, 47330, 51826]",text machine-learning data-mining activation-function machine-learning deep-learning nlp,80105,none,none
"(62762, -1)",62762,"[41654, 42376]",data-mining k-nn classification data-mining k-nn,-1,none,none
"(62786, 67986)",62786,none,none,67986,"[45867, 46006, 46258, 51679]",python keras time-series lstm recurrent-neural-net lstm multilabel-classification recurrent-neural-net time-series encoding sequence-to-sequence keras image-classification training multiclass-classification machine-learning-model
"(62789, 16986)",62789,[41364],machine-learning neural-network cnn convolution pytorch,16986,none,none
"(62792, 59087)",62792,none,none,59087,"[38253, 38395, 39504, 39694, 43661, 43821, 45860, 46740, 46899, 47022, 51214, 51406]",machine-learning cross-validation pca smote machine-learning scikit-learn preprocessing machine-learning pca machine-learning classification machine-learning-model machine-learning regression machine-learning-model overfitting machine-learning python scikit-learn machine-learning-model overfitting machine-learning classification cross-validation pca smote machine-learning scikit-learn regression machine-learning-model ridge-regression machine-learning python dataset machine-learning classification machine-learning-model multilabel-classification unbalanced-classes machine-learning classification machine-learning-model pca machine-learning classification machine-learning-model class-imbalance imbalanced-learn
"(62817, 74271)",62817,none,none,74271,"[52395, 54021]",python time-series clustering k-means anomaly-detection
"(62831, 60468)",62831,none,none,60468,[39456],machine-learning python deep-learning ocr
"(62846, 17987)",62846,"[41400, 42139, 42985, 43119, 43413, 46171, 46377, 47064, 47773, 47817, 48005, 51584, 52231, 55246, 56872, 56949, 57025]",machine-learning python random-forest decision-trees xgboost deep-learning nlp word2vec word-embeddings representation deep-learning nlp transfer-learning multitask-learning attention-mechanism machine-learning neural-network deep-learning training gpu deep-learning nlp embeddings deep-network deep-learning nlp attention-mechanism transformer neural-network deep-learning attention-mechanism transformer bert neural-network deep-learning natural-language-process gan text-generation neural-network deep-learning natural-language-process language-model transformer deep-learning natural-language-process language-model text-generation transformer deep-learning gan natural-language-process text-generation transformer python tensorflow rnn pytorch sequence deep-learning training loss-function objective-function neural-network deep-learning nlp transfer-learning transformer deep-learning nlp natural-language-process deep-learning nlp natural-language-process deep-learning nlp natural-language-process information-retrieval,17987,[11286],machine-learning neural-network caffe
"(62901, 59372)",62901,none,none,59372,"[38531, 38771, 38867]",predictive-modeling recommender-system machine-learning predictive-modeling recommender-system r predictive-modeling random-forest machine-learning-model rstudio
"(62905, 12217)",62905,none,none,12217,[28272],deep-learning rnn lstm
"(62910, 59650)",62910,[43728],machine-learning supervised-learning accuracy,59650,none,none
"(62925, 339)",62925,none,none,339,"[227, 228, 8402]",bigdata efficiency apache-hadoop distributed bigdata apache-hadoop apache-spark
"(62929, 57171)",62929,[43363],machine-learning nlp,57171,none,none
"(62938, 40202)",62938,"[41471, 43756, 44893, 44897, 46508, 47458, 47875, 52061, 52589, 55610, 56196, 56860, 56885, 57748]",deep-learning cnn feature-extraction gan vgg16 deep-learning tensorflow clustering k-means features clustering k-means gan gan databases python deep-learning keras optimization gan dataset deep-learning dataset prediction neural-network deep-learning gan activation-function softmax keras evaluation gan inception training gan mnist cnn batch-normalization neural-network backpropagation softmax,40202,none,none
"(62949, 42230)",62949,none,none,42230,"[32869, 52343]",machine-learning classification regression statistics lda pandas bigdata dataframe
"(62959, 3527)",62959,"[45451, 51829]",keras keras cnn image-classification,3527,none,none
"(62962, 295)",62962,none,none,295,"[211, 1174]",bigdata machine-learning databases clustering data-mining data-mining classification dataset clustering time-series
"(62994, 26612)",62994,none,none,26612,"[15423, 47026]",reinforcement-learning q-learning classification feature-engineering multiclass-classification
"(63006, 10992)",63006,[41518],machine-learning random-forest,10992,[15055],data-mining text-mining data-cleaning
"(63011, 3383)",63011,[56360],python clustering graphs,3383,none,none
"(63063, 27991)",63063,none,none,27991,[16346],neural-network dataset caffe
"(63096, 78538)",63096,[58363],machine-learning neural-network time-series linear-regression,78538,none,none
"(63112, 61565)",63112,[58268],overfitting,61565,none,none
"(63114, 33702)",63114,none,none,33702,[23539],python scikit-learn feature-selection
"(63123, 29033)",63123,none,none,29033,"[31597, 40840, 47014]",machine-learning classification regression prediction python predictive-modeling prediction data-science-model
"(63171, 77726)",63171,"[41664, 43086]",python pandas dataframe aggregation python pandas dataframe indexing,77726,none,none
"(63176, 73733)",63176,none,none,73733,[51499],xgboost
"(63178, 177)",63178,none,none,177,[47636],visualization outlier distribution
"(63189, 47690)",63189,[41676],machine-learning deep-learning keras tensorflow cnn,47690,none,none
"(63196, 33120)",63196,[41689],python neural-network classification keras multilabel-classification,33120,[24079],machine-learning classification clustering supervised-learning
"(63202, 21006)",63202,[41686],machine-learning python scikit-learn,21006,none,none
"(63219, -1)",63219,"[51865, 55476, 55752]",machine-learning classification data-mining recommender-system ranking machine-learning data-mining recommender-system learning-to-rank deep-learning classification keras lstm,-1,none,none
"(63237, 74957)",63237,"[47493, 52394]",machine-learning tensorflow,74957,none,none
"(63257, 46238)",63257,[48919],deep-learning computer-vision noise,46238,none,none
"(63263, 8334)",63263,[44675],model-selection,8334,none,none
"(63272, 29265)",63272,none,none,29265,[17114],visualization terminology plotting
"(63280, 16201)",63280,none,none,16201,[15577],apache-spark geospatial
"(63282, 5164)",63282,[41732],jupyter anaconda,5164,none,none
"(63284, 21806)",63284,none,none,21806,[36140],neural-network deep-learning reinforcement-learning loss-function policy-gradients
"(63305, 75580)",63305,none,none,75580,[53358],machine-learning classification
"(63312, 65131)",63312,none,none,65131,"[52907, 53927, 54005, 54230, 54549, 54856, 55050, 55694, 55724, 55835, 55899, 56526, 58043]",random-forest ensemble-modeling python keras tensorflow gradient-descent machine-learning neural-network tensorflow loss-function nlp word2vec word-embeddings dimensionality-reduction embeddings python tensorflow lstm rnn neural-network gradient-descent autoencoder dimensionality-reduction mini-batch-gradient-descent neural-network deep-learning keras tensorflow time-series matplotlib tensorflow machine-learning nlp word2vec gensim neural-network keras tensorflow convolution autoencoder deep-learning keras tensorflow convolution deep-learning classification nlp
"(63313, 52509)",63313,none,none,52509,[31969],machine-learning python preprocessing
"(63336, 56671)",63336,[41829],machine-learning neural-network,56671,none,none
"(63338, 59655)",63338,none,none,59655,[38794],machine-learning python feature-selection ranking feature-reduction
"(63402, 5258)",63402,"[51626, 55312]",dataset training fastai keras tensorflow,5258,none,none
"(63413, 9966)",63413,none,none,9966,[6004],data-mining text-mining feature-selection feature-extraction
"(63429, 30255)",63429,"[46685, 46874]",python pandas dataframe sql json python pandas sql,30255,none,none
"(63430, 10343)",63430,[41857],machine-learning data-mining books,10343,none,none
"(63444, 345)",63444,[41879],regression linear-regression,345,none,none
"(63445, 50309)",63445,[42776],machine-learning random-forest decision-trees xgboost,50309,none,none
"(63449, 50407)",63449,[41881],image-classification image-recognition,50407,none,none
"(63468, 26770)",63468,[42011],neural-network regression data theory,26770,none,none
"(63469, 13070)",63469,[45831],python scikit-learn logistic-regression,13070,none,none
"(63481, 65994)",63481,[49584],machine-learning r clustering data-science-model clusters,65994,none,none
"(63483, 38308)",63483,none,none,38308,"[22478, 26160, 43346]",xgboost multiclass-classification class-imbalance machine-learning python regression xgboost python tensorflow machine-translation attention-mechanism
"(63512, 31456)",63512,none,none,31456,"[18528, 20407]",machine-learning named-entity-recognition python neural-network bayesian-networks
"(63544, 35479)",63544,[46897],machine-learning deep-learning convnet reinforcement-learning convolution,35479,"[25712, 28948]",neural-network clustering time-series unsupervised-learning autoencoder neural-network clustering
"(63565, 20534)",63565,none,none,20534,[14688],machine-learning scikit-learn tensorflow keras
"(63583, 43113)",63583,"[41990, 42247]",neural-network pytorch matrix word-embeddings pytorch parallel,43113,none,none
"(63609, 339)",63609,[42007],r random-forest logistic-regression cross-validation sampling,339,"[227, 228, 8402]",bigdata efficiency apache-hadoop distributed bigdata apache-hadoop apache-spark
"(63619, 71648)",63619,none,none,71648,"[53922, 54069]",machine-learning online-learning machine-learning online-learning
"(63620, 68376)",63620,[42020],machine-learning keras predictive-modeling,68376,none,none
"(63625, 44991)",63625,none,none,44991,[26915],machine-learning
"(63644, -1)",63644,[42074],machine-learning python keras time-series,-1,none,none
"(63658, 75644)",63658,[48913],feature-extraction feature-engineering missing-data,75644,none,none
"(63674, 23614)",63674,none,none,23614,"[16889, 23259]",machine-learning predictive-modeling text-mining scoring data-mining nlp text-mining word2vec
"(63691, 18105)",63691,[49712],nlp natural-language-process stanford-nlp,18105,none,none
"(63693, 63575)",63693,"[44190, 45856, 47768]",python parsing regex tokenization machine-learning python nlp nltk regex python machine-learning-model forecasting,63575,none,none
"(63713, 25583)",63713,none,none,25583,[14757],machine-learning tensorflow gradient-descent cost-function
"(63727, 339)",63727,none,none,339,"[227, 228, 8402]",bigdata efficiency apache-hadoop distributed bigdata apache-hadoop apache-spark
"(63737, 9938)",63737,[42125],scikit-learn clustering image-classification k-means,9938,none,none
"(63768, 12557)",63768,none,none,12557,"[6960, 8038, 12265]",machine-learning classification machine-learning classification python scikit-learn machine-learning nlp feature-selection feature-extraction multilabel-classification
"(63769, 79999)",63769,none,none,79999,"[58112, 58472]",python dataset kaggle statistics descriptive-statistics
"(63811, 5140)",63811,[42196],powerbi,5140,none,none
"(63829, 62610)",63829,none,none,62610,[41231],machine-learning neural-network deep-learning cnn transfer-learning
"(63867, 52846)",63867,[42251],machine-learning data-mining clustering k-means distance,52846,[32301],clustering dbscan
"(63884, 16677)",63884,none,none,16677,[10493],data-cleaning
"(63887, 1386)",63887,none,none,1386,"[700, 5528]",machine-learning algorithms clustering k-means hierarchical-data-format machine-learning clustering algorithms hierarchical-data-format
"(63897, 9966)",63897,none,none,9966,[6004],data-mining text-mining feature-selection feature-extraction
"(63910, 76738)",63910,none,none,76738,[54769],nlp similarity
"(63936, 55130)",63936,none,none,55130,"[34453, 45017]",machine-learning neural-network neural-network feature-selection feature-engineering
"(63946, 61563)",63946,none,none,61563,[40324],python visualization seaborn
"(63958, 24830)",63958,none,none,24830,"[14457, 14575, 18853]",python neural-network predictive-modeling scikit-learn python predictive-modeling random-forest scikit-learn python predictive-modeling regression forecast
"(63959, 27558)",63959,none,none,27558,[57879],pandas apache-hadoop pyspark sql
"(63969, 43033)",63969,[45008],visualization svm supervised-learning,43033,none,none
"(64002, 13008)",64002,[42356],regression linear-regression,13008,none,none
"(64025, 29161)",64025,[49256],neural-network tensorflow dataset convolution,29161,none,none
"(64046, 79600)",64046,"[42394, 42494, 45377]",feature-selection data decision-trees feature-engineering machine-learning tensorflow logistic-regression,79600,[57631],machine-learning python dataframe feature-scaling
"(64063, 295)",64063,none,none,295,"[211, 1174]",bigdata machine-learning databases clustering data-mining data-mining classification dataset clustering time-series
"(64065, 63282)",64065,none,none,63282,[41732],jupyter anaconda
"(64098, 44991)",64098,none,none,44991,[26915],machine-learning
"(64099, 28628)",64099,none,none,28628,"[16984, 26006, 45963]",data-mining software-recommendation xgboost loss-function classification regression algorithms
"(64115, 65396)",64115,[45335],machine-learning deep-learning nlp natural-language-process,65396,none,none
"(64155, 27991)",64155,none,none,27991,[16346],neural-network dataset caffe
"(64176, 30690)",64176,none,none,30690,[18550],machine-learning neural-network statistics
"(64218, 76772)",64218,none,none,76772,[54629],machine-learning python keras training plotting
"(64276, 458)",64276,[42568],machine-learning neural-network deep-learning classification multiclass-classification,458,none,none
"(64289, 69315)",64289,none,none,69315,[47098],probability model-selection geospatial
"(64300, 71441)",64300,none,none,71441,"[49236, 51131, 53386]",neural-network time-series lstm recurrent-neural-net neural-network keras time-series lstm recurrent-neural-net lstm
"(64302, -1)",64302,"[42623, 45614, 51563]",neural-network classification rnn normalization neural-network time-series sampling,-1,none,none
"(64321, 8842)",64321,[42631],linear-regression variance bias,8842,"[5404, 8772]",data-mining r algorithms algorithms
"(64341, 43647)",64341,[42656],feature-selection feature-engineering categorical-data,43647,[27727],predictive-modeling
"(64352, 49590)",64352,none,none,49590,"[37296, 39773]",python matrix-factorisation python pandas dataframe
"(64389, 60959)",64389,[42701],classification sentiment-analysis,60959,none,none
"(64399, 38668)",64399,[43135],python visualization matplotlib,38668,none,none
"(64408, 31747)",64408,[57830],python scikit-learn algorithms model-selection,31747,none,none
"(64420, 69315)",64420,none,none,69315,[47098],probability model-selection geospatial
"(64452, 13361)",64452,[42755],python k-nn,13361,none,none
"(64460, 66271)",64460,[45799],python pandas,66271,none,none
"(64475, 77393)",64475,none,none,77393,"[55311, 56376, 58387]",python deep-learning preprocessing pytorch image-preprocessing neural-network deep-learning computer-vision convolution deep-learning cnn convnet pytorch image-preprocessing
"(64480, 13770)",64480,none,none,13770,[8654],machine-learning multiclass-classification
"(64494, 27349)",64494,[42798],machine-learning neural-network deep-learning cnn,27349,none,none
"(64506, 77732)",64506,none,none,77732,[55665],automatic-summarization
"(64512, 51217)",64512,none,none,51217,[30887],r sql
"(64552, 67222)",64552,[42842],python time-series predictive-modeling,67222,none,none
"(64588, 458)",64588,"[42880, 44489]",xgboost apache-spark scala xgboost apache-spark,458,none,none
"(64593, 31702)",64593,[42891],machine-learning python dataset pandas,31702,none,none
"(64596, 41637)",64596,"[47658, 49181]",unsupervised-learning anomaly-detection unbalanced-classes evaluation statistics cross-validation multiclass-classification evaluation,41637,none,none
"(64646, -1)",64646,[53228],clustering,-1,none,none
"(64651, 466)",64651,"[42957, 44863, 47072, 47223, 47353]",machine-learning definitions machine-learning classification gradient-descent machine-learning classification word-embeddings classification word2vec gensim,466,none,none
"(64655, 57776)",64655,[42949],multilabel-classification ranking,57776,none,none
"(64658, 15933)",64658,none,none,15933,[10804],statistics time-series experiments ab-test
"(64671, 61266)",64671,none,none,61266,[58101],neural-network classification numpy cost-function
"(64678, 24351)",64678,none,none,24351,[28858],reinforcement-learning openai-gym
"(64689, 76078)",64689,[47943],bigdata preprocessing,76078,none,none
"(64691, 339)",64691,none,none,339,"[227, 228, 8402]",bigdata efficiency apache-hadoop distributed bigdata apache-hadoop apache-spark
"(64699, 339)",64699,none,none,339,"[227, 228, 8402]",bigdata efficiency apache-hadoop distributed bigdata apache-hadoop apache-spark
"(64711, 78989)",64711,[43009],data-mining visualization,78989,[56926],time-series data-cleaning
"(64735, 45432)",64735,none,none,45432,[42653],deep-learning lstm forecasting
"(64760, 45050)",64760,[45418],neural-network,45050,none,none
"(64763, 40853)",64763,none,none,40853,[24841],r feature-extraction feature-engineering
"(64777, 31456)",64777,none,none,31456,"[18528, 20407]",machine-learning named-entity-recognition python neural-network bayesian-networks
"(64817, 24420)",64817,none,none,24420,[14053],r
"(64854, 30045)",64854,[43116],machine-learning neural-network deep-learning classification lstm,30045,none,none
"(64856, 1249)",64856,"[43117, 43815, 44522, 46500, 46702, 49048, 53701, 53742, 54073, 54478, 55455]",classification nlp svm pca lda nlp svm accuracy naive-bayes-classifier nlp dimensionality-reduction clustering recommender-system deep-learning predictive-modeling recommender-system transfer-learning nlp random-forest svm logistic-regression naive-bayes-classifier clustering lstm anomaly-detection time-series clustering anomaly-detection clustering neural-network hyperparameter hyperparameter-tuning anomaly-detection autoencoder smote,1249,none,none
"(64876, 43733)",64876,"[43136, 47479, 54117]",machine-learning classification time-series machine-learning deep-learning time-series lstm books deep-learning keras tensorflow machine-learning-model graphs,43733,none,none
"(64914, 61261)",64914,none,none,61261,"[40089, 40107, 40120, 40559, 41003, 41329, 41365, 42222, 42393, 42831, 42857, 43180, 43450, 53870, 58145]",machine-learning python classification scikit-learn machine-learning python xgboost machine-learning python classification machine-learning python machine-learning python machine-learning regression machine-learning python scikit-learn random-forest machine-learning linear-regression machine-learning linear-regression machine-learning linear-regression machine-learning python machine-learning python ml machine-learning python cost-function machine-learning neural-network gradient-descent machine-learning python time-series
"(64919, 73866)",64919,none,none,73866,[51616],machine-learning logistic-regression java
"(64933, 14327)",64933,none,none,14327,[9012],r csv
"(64937, 66658)",64937,[43423],machine-learning predictive-modeling accuracy,66658,none,none
"(64965, 28694)",64965,none,none,28694,"[17405, 18401]",correlation r discriminant-analysis
"(64966, 26770)",64966,[43203],machine-learning python nlp supervised-learning semi-supervised-learning,26770,none,none
"(64980, 30370)",64980,none,none,30370,"[17868, 17891]",machine-learning r classification machine-learning r classification gbm
"(64981, 2781)",64981,"[49047, 51141]",classification nlp tfidf machine-learning natural-language-process language-model,2781,[866],machine-learning r
"(65004, 50055)",65004,[43226],r excel weighted-data,50055,none,none
"(65023, 23773)",65023,none,none,23773,"[17645, 18581, 41191]",machine-learning unsupervised-learning pca overfitting python nlp scikit-learn feature-selection feature-engineering statistics
"(65034, 75513)",65034,none,none,75513,[53274],machine-learning reinforcement-learning
"(65036, 10088)",65036,none,none,10088,[56129],scikit-learn learning-to-rank
"(65038, 2832)",65038,[43253],machine-learning deep-learning text-mining,2832,none,none
"(65044, 75322)",65044,[43260],neural-network image-classification supervised-learning semi-supervised-learning,75322,none,none
"(65060, 16233)",65060,[43880],machine-learning random-forest prediction,16233,none,none
"(65061, 77928)",65061,none,none,77928,[55859],deep-learning keras tensorflow
"(65108, 66351)",65108,"[53950, 54352]",nlp encoding predictive-modeling,66351,none,none
"(65120, 12448)",65120,none,none,12448,"[22644, 22711, 23703]",machine-learning neural-network deep-learning tensorflow machine-learning classification deep-learning machine-translation algorithms probability naive-bayes-classifier
"(65131, 56813)",65131,"[52907, 53927, 54005, 54230, 54549, 54856, 55050, 55694, 55724, 55835, 55899, 56526, 58043]",random-forest ensemble-modeling python keras tensorflow gradient-descent machine-learning neural-network tensorflow loss-function nlp word2vec word-embeddings dimensionality-reduction embeddings python tensorflow lstm rnn neural-network gradient-descent autoencoder dimensionality-reduction mini-batch-gradient-descent neural-network deep-learning keras tensorflow time-series matplotlib tensorflow machine-learning nlp word2vec gensim neural-network keras tensorflow convolution autoencoder deep-learning keras tensorflow convolution deep-learning classification nlp,56813,none,none
"(65135, 26300)",65135,[43342],python r decision-trees ensemble-modeling,26300,none,none
"(65144, 34225)",65144,[43356],recommender-system matrix,34225,none,none
"(65153, 8230)",65153,"[44476, 51118, 52209]",python pandas bigdata data-cleaning python scikit-learn feature-selection neural-network perceptron,8230,none,none
"(65166, 2994)",65166,"[44063, 44079]",machine-learning-model probability data-science-model markov-process search-engine machine-learning linear-regression optimization,2994,none,none
"(65180, 3548)",65180,[43386],machine-learning sql fuzzy-logic evolutionary-algorithms,3548,none,none
"(65195, 60416)",65195,none,none,60416,[43565],data-mining text-mining ranking
"(65203, 9540)",65203,none,none,9540,[8871],predictive-modeling reference-request
"(65225, 26442)",65225,"[43404, 44941, 46667]",feature-selection random-forest feature-engineering python scikit-learn random-forest apache-spark pyspark machine-learning statistics generalization,26442,none,none
"(65232, 74174)",65232,[43408],tensorflow programming,74174,none,none
"(65241, 54534)",65241,none,none,54534,"[33969, 34130, 34306]",machine-learning random-forest decision-trees machine-learning decision-trees xgboost normalization dataset bigdata metric
"(65253, 44064)",65253,none,none,44064,"[26217, 29401]",machine-learning statistics machine-learning recommender-system search
"(65266, 57169)",65266,[43999],machine-learning encoding,57169,[36459],machine-learning neural-network logistic-regression gradient-descent
"(65287, 28350)",65287,none,none,28350,"[16569, 17235]",machine-learning computer-vision machine-learning data-mining clustering expectation-maximization
"(65309, 11088)",65309,"[44180, 44319, 47499]",machine-learning classification machine-learning classification machine-learning-model evaluation machine-learning recommender-system,11088,none,none
"(65323, 19237)",65323,"[43485, 44242, 45103, 46470, 51173, 51805, 58093]",machine-learning decision-trees feature-extraction machine-learning feature-extraction word2vec text neural-network deep-learning classification regression feature-extraction feature-engineering deep-learning keras tensorflow python time-series prediction deep-learning cnn feature-selection convnet features,19237,none,none
"(65331, 67655)",65331,[43488],neural-network tensorflow accuracy,67655,none,none
"(65340, 14439)",65340,[43494],feature-selection unsupervised-learning pca,14439,[57615],algorithms prediction supervised-learning tfidf
"(65368, 17783)",65368,none,none,17783,[13677],machine-learning dataset
"(65391, 38476)",65391,[43538],machine-learning time-series machine-learning-model,38476,[22590],statistics
"(65396, 64115)",65396,none,none,64115,[45335],machine-learning deep-learning nlp natural-language-process
"(65406, 21806)",65406,none,none,21806,[36140],neural-network deep-learning reinforcement-learning loss-function policy-gradients
"(65442, 42354)",65442,none,none,42354,[35783],variance
"(65464, 10549)",65464,none,none,10549,"[6398, 8704]",python pandas linear-regression cosine-distance
"(65477, 29033)",65477,none,none,29033,"[31597, 40840, 47014]",machine-learning classification regression prediction python predictive-modeling prediction data-science-model
"(65482, 9947)",65482,none,none,9947,"[5985, 6006]",visualization visualization
"(65484, 70542)",65484,none,none,70542,[48309],linear-regression
"(65532, 42078)",65532,none,none,42078,"[39882, 40865]",python neural-network backpropagation performance matrix neural-network keras transfer-learning inception vgg16
"(65538, 1241)",65538,[43677],classification sampling binary,1241,"[992, 1024]",data-mining classification binary statistics glm regression
"(65555, 19222)",65555,[43691],tensorflow cnn image-recognition,19222,none,none
"(65583, 6567)",65583,none,none,6567,"[15434, 15930, 23685]",classification scikit-learn machine-learning predictive-modeling xgboost feature-engineering machine-learning classification
